
Rk	team	categories	R1	R2	R3	R4	R5	R6	Pts	Spk	1sts	2nds
Darren &amp; Shawn	4th	Closing Government	Ian QiuⒸ
Master Debaters	2nd	Closing Opposition	Ian QiuⒸ
Karl Markets	3rd	Opening Opposition	Ian QiuⒸ
Ateneo LN	1st	Opening Opposition	Huw Gwyn JonesⒸ
CWSDC 5	3rd	Closing Government	Huw Gwyn JonesⒸ
go to K11 with us	4th	Opening Government	Huw Gwyn JonesⒸ
DKU A	2nd	Closing Opposition	Huw Gwyn JonesⒸ
CWSDC 2	1st	Closing Opposition	Gabrielle PacañoⒸ
CWSDC 6	2nd	Closing Government	Gabrielle PacañoⒸ
Richard &amp; Kuei	4th	Opening Opposition	Gabrielle PacañoⒸ
Unicorn	3rd	Opening Government	Gabrielle PacañoⒸ
overrated	1st	Opening Opposition	Udai KamathⒸ
MK23	4th	Closing Opposition	Udai KamathⒸ
Imperial Inquisitors	3rd	Opening Government	Udai KamathⒸ
DAV Jägerbomb	2nd	Closing Government	Udai KamathⒸ
Heehee	3rd	Opening Government	Rushdoon AhmedⒸ
Undefined	4th	Closing Government	Rushdoon AhmedⒸ
We Need A Break!	2nd	Opening Opposition	Rushdoon AhmedⒸ
Shead and Stephenson	1st	Closing Opposition	Rushdoon AhmedⒸ
CWSDC 1	1st	Opening Opposition	Ahmad Tousif JamiⒸ
CWSDC 10	3rd	Opening Government	Ahmad Tousif JamiⒸ
Don Quixote	4th	Closing Opposition	Ahmad Tousif JamiⒸ
OGres with Layers	2nd	Closing Government	Ahmad Tousif JamiⒸ
Nova Hangzhou Westlake Fish with Po	3rd	Opening Government	Ralph LeeⒸ
SISU A	1st	Closing Government	Ralph LeeⒸ
Rising from the Ashes	4th	Closing Opposition	Ralph LeeⒸ
Shinzou Wo Sasageyo	2nd	Opening Opposition	Ralph LeeⒸ
Elisa &amp; Sophia	4th	Opening Government	Irene Teresa Galang Dela CruzⒸ
Wave Waver	3rd	Closing Government	Irene Teresa Galang Dela CruzⒸ
belligerent badgers	2nd	Closing Opposition	Irene Teresa Galang Dela CruzⒸ
Burger King	1st	Opening Opposition	Irene Teresa Galang Dela CruzⒸ
MaRuiculous	4th	Closing Government	Vinodhan KuppusamyⒸ
Shanghai Emotionless PPT Machine	2nd	Opening Opposition	Vinodhan KuppusamyⒸ
CWSDC 9	1st	Closing Opposition	Vinodhan KuppusamyⒸ
Prone to Pneumonoultramicroscopicsi	3rd	Opening Government	Vinodhan KuppusamyⒸ
OOMPA LOOMPA🧌	2nd	Opening Opposition	Christopher ChuaⒸ
UM TH as Chimpanzees	1st	Opening Government	Christopher ChuaⒸ
Carry	4th	Closing Government	Christopher ChuaⒸ
Weight, I Got This Won	3rd	Closing Opposition	Christopher ChuaⒸ
Nova Hangzhou Patrick Star	1st	Closing Opposition	Aliyah HerlihyⒸ
Nova Hangzhou Shaemoor	3rd	Opening Government	Aliyah HerlihyⒸ
We cant think of a team name :)	2nd	Closing Government	Aliyah HerlihyⒸ
Swing 1	4th	Opening Opposition	Aliyah HerlihyⒸ
CWSDC 14	1st	Opening Government	Luigi AlcañesesⒸ , Antonio Wei
jocular beings	4th	Opening Opposition	Luigi AlcañesesⒸ , Antonio Wei
Cheerful News Bad Commentary	2nd	Closing Opposition	Luigi AlcañesesⒸ , Antonio Wei
UM Joker and Homeless	3rd	Closing Government	Luigi AlcañesesⒸ , Antonio Wei
CWSDC 7	1st	Closing Opposition	Judy JIⒸ
Mars CJ	3rd	Opening Government	Judy JIⒸ
JJCZ	4th	Closing Government	Judy JIⒸ
Pearl Jezap Pudding River	2nd	Opening Opposition	Judy JIⒸ
CHRONIC PAIN GWORLIES	1st	Closing Government	PRANAV KAGALKARⒸ
Listen Up	4th	Opening Opposition	PRANAV KAGALKARⒸ
Veggie nuts	3rd	Opening Government	PRANAV KAGALKARⒸ
YISS Queens	2nd	Closing Opposition	PRANAV KAGALKARⒸ


team	result	side	adjudicators
Ateneo LN	1st	Opening Government	PRANAV KAGALKARⒸ
CWSDC 14	3rd	Opening Opposition	PRANAV KAGALKARⒸ
overrated	4th	Closing Government	PRANAV KAGALKARⒸ
Kate &amp; Eze	2nd	Closing Opposition	PRANAV KAGALKARⒸ
CWSDC 12	4th	Opening Government	Kithmina HewageⒸ
CWSDC 13	2nd	Closing Opposition	Kithmina HewageⒸ
CHRONIC PAIN GWORLIES	1st	Opening Opposition	Kithmina HewageⒸ
UM TH as Chimpanzees	3rd	Closing Government	Kithmina HewageⒸ
Nova Hangzhou Spicy Thai Hotpot	2nd	Opening Opposition	Daniella Louise Simbre BarbacenaⒸ , Ian Qiu
CWSDC 6	1st	Closing Opposition	Daniella Louise Simbre BarbacenaⒸ , Ian Qiu
Pearl Jezap Pudding River	4th	Closing Government	Daniella Louise Simbre BarbacenaⒸ , Ian Qiu
We Need A Break!	3rd	Opening Government	Daniella Louise Simbre BarbacenaⒸ , Ian Qiu
Don Quixote	4th	Closing Government	Huw Gwyn JonesⒸ
Richard &amp; Kuei	3rd	Opening Government	Huw Gwyn JonesⒸ
Listen Up	1st	Closing Opposition	Huw Gwyn JonesⒸ
MK23	2nd	Opening Opposition	Huw Gwyn JonesⒸ
DoMynating	4th	Closing Opposition	Marco Giorgione DavaⒸ
CWSDC 10	1st	Closing Government	Marco Giorgione DavaⒸ
Prone to Pneumonoultramicroscopicsi	2nd	Opening Opposition	Marco Giorgione DavaⒸ
chestnut	3rd	Opening Government	Marco Giorgione DavaⒸ
Nova Hangzhou Budda Feminists	3rd	Closing Opposition	Gabrielle PacañoⒸ
Boston Celtics &amp; Miami Heat Fans	1st	Opening Opposition	Gabrielle PacañoⒸ
Elisa &amp; Sophia	2nd	Closing Government	Gabrielle PacañoⒸ
swing 3	4th	Opening Government	Gabrielle PacañoⒸ
some random thing	3rd	Closing Government	Srijan PoudelⒸ
Don&#x27;t let me name our team	4th	Closing Opposition	Srijan PoudelⒸ
YISS Queens	1st	Opening Government	Srijan PoudelⒸ
Unstoppable RAJA	2nd	Opening Opposition	Srijan PoudelⒸ
MaRuiculous	2nd	Closing Opposition	Jodi Aedrienne L. BengzonⒸ
JJCZ	3rd	Opening Opposition	Jodi Aedrienne L. BengzonⒸ
go to K11 with us	1st	Closing Government	Jodi Aedrienne L. BengzonⒸ
Swing 1	4th	Opening Government	Jodi Aedrienne L. BengzonⒸ
CWSDC 8	1st	Closing Opposition	Thepparith (TJ) SenamngernⒸ
CWSDC 11	3rd	Opening Government	Thepparith (TJ) SenamngernⒸ
Weight, I Got This Won	2nd	Closing Government	Thepparith (TJ) SenamngernⒸ
UM Joker and Homeless	4th	Opening Opposition	Thepparith (TJ) SenamngernⒸ
My little pony ROCKS	4th	Closing Opposition	Irene Teresa Galang Dela CruzⒸ
CWSDC 2	3rd	Opening Opposition	Irene Teresa Galang Dela CruzⒸ
CWSDC 7	2nd	Opening Government	Irene Teresa Galang Dela CruzⒸ
CWSDC 9	1st	Closing Government	Irene Teresa Galang Dela CruzⒸ
We&#x27;re cirisly slaying	2nd	Closing Government	Ahmad Tousif JamiⒸ
Darren &amp; Shawn	4th	Opening Opposition	Ahmad Tousif JamiⒸ
Veggie nuts	3rd	Closing Opposition	Ahmad Tousif JamiⒸ
Karl Markets	1st	Opening Government	Ahmad Tousif JamiⒸ
Nova Hangzhou Westlake Fish with Po	2nd	Closing Government	Luis Rafael N. GarciaⒸ
Nova Hangzhou Shaemoor	4th	Closing Opposition	Luis Rafael N. GarciaⒸ
Mars CJ	1st	Opening Opposition	Luis Rafael N. GarciaⒸ
TEAM CHRIZZMAS TREE	3rd	Opening Government	Luis Rafael N. GarciaⒸ
SISU A	4th	Opening Government	Vinodhan KuppusamyⒸ , Antonio Wei
CWSDC 4	2nd	Opening Opposition	Vinodhan KuppusamyⒸ , Antonio Wei
JANKY DANKY	1st	Closing Opposition	Vinodhan KuppusamyⒸ , Antonio Wei
Shead and Stephenson	3rd	Closing Government	Vinodhan KuppusamyⒸ , Antonio Wei
Nova Hangzhou Juicy Petro Painters	3rd	Opening Government	Christopher ChuaⒸ
Eric &amp; Jeffrey	4th	Closing Government	Christopher ChuaⒸ
Adela &amp; Johnny	2nd	Closing Opposition	Christopher ChuaⒸ
Unicorn	1st	Opening Opposition	Christopher ChuaⒸ
CWSDC 5	2nd	Opening Opposition	Udai KamathⒸ
OGres with Layers	1st	Closing Opposition	Udai KamathⒸ
SUSJ	3rd	Opening Government	Udai KamathⒸ
belligerent badgers	4th	Closing Government	Udai KamathⒸ
We cant think of a team name :)	1st	Opening Government	Jordyn GibsonⒸ
help us	3rd	Closing Opposition	Jordyn GibsonⒸ
DKU A	2nd	Opening Opposition	Jordyn GibsonⒸ
Master Debaters	4th	Closing Government	Jordyn GibsonⒸ
Shanghai Emotionless PPT Machine	2nd	Closing Government	Maeca Czarina PansensoyⒸ
Cheerful News Bad Commentary	4th	Opening Government	Maeca Czarina PansensoyⒸ
Imperial Inquisitors	3rd	Opening Opposition	Maeca Czarina PansensoyⒸ
DAV Jägerbomb	1st	Closing Opposition	Maeca Czarina PansensoyⒸ
Vme50	1st	Opening Opposition	Asif MehediⒸ
jocular beings	4th	Opening Government	Asif MehediⒸ
Undefined	2nd	Closing Opposition	Asif MehediⒸ
Super Team	3rd	Closing Government	Asif MehediⒸ
Holy squishy eyeballs	2nd	Opening Government	Judy JIⒸ
OOMPA LOOMPA🧌	4th	Closing Government	Judy JIⒸ
&quot;Is this a sign?&quot;	3rd	Opening Opposition	Judy JIⒸ
Shinzou Wo Sasageyo	1st	Closing Opposition	Judy JIⒸ
CWSDC 1	2nd	Closing Government	Brian WongⒸ
CWSDC 3	1st	Opening Government	Brian WongⒸ
Lifeless adults	3rd	Opening Opposition	Brian WongⒸ
Creed III	4th	Closing Opposition	Brian WongⒸ
HZCU A	3rd	Closing Government	Rushdoon AhmedⒸ
Carry	1st	Closing Opposition	Rushdoon AhmedⒸ
Rising from the Ashes	2nd	Opening Government	Rushdoon AhmedⒸ
Swing 2	4th	Opening Opposition	Rushdoon AhmedⒸ
Heehee	3rd	Opening Opposition	Aliyah HerlihyⒸ
Peppa Pig Supremacy	4th	Closing Opposition	Aliyah HerlihyⒸ
Grass, a kind of plant	2nd	Closing Government	Aliyah HerlihyⒸ
Wave Waver	1st	Opening Government	Aliyah HerlihyⒸ
Nova Hangzhou Patrick Star	2nd	Opening Opposition	Luigi AlcañesesⒸ , Ralph Lee
CWSDC 15	4th	Closing Opposition	Luigi AlcañesesⒸ , Ralph Lee
Buy me Friday	3rd	Closing Government	Luigi AlcañesesⒸ , Ralph Lee
Burger King	1st	Opening Government	Luigi AlcañesesⒸ , Ralph Lee


team	result	side	adjudicators
CWSDC 2	2nd	Opening Government	Thepparith (TJ) SenamngernⒸ
Holy squishy eyeballs	3rd	Closing Government	Thepparith (TJ) SenamngernⒸ
Lifeless adults	1st	Closing Opposition	Thepparith (TJ) SenamngernⒸ
Wave Waver	4th	Opening Opposition	Thepparith (TJ) SenamngernⒸ
Heehee	4th	Closing Opposition	Marco Giorgione DavaⒸ
Weight, I Got This Won	2nd	Opening Government	Marco Giorgione DavaⒸ
We Need A Break!	3rd	Closing Government	Marco Giorgione DavaⒸ
Creed III	1st	Opening Opposition	Marco Giorgione DavaⒸ
CWSDC 4	1st	Closing Government	Vinodhan KuppusamyⒸ
CWSDC 10	3rd	Opening Opposition	Vinodhan KuppusamyⒸ
Mars CJ	4th	Closing Opposition	Vinodhan KuppusamyⒸ
DKU A	2nd	Opening Government	Vinodhan KuppusamyⒸ
Vme50	3rd	Closing Government	Jodi Aedrienne L. BengzonⒸ
some random thing	4th	Opening Government	Jodi Aedrienne L. BengzonⒸ
Grass, a kind of plant	2nd	Closing Opposition	Jodi Aedrienne L. BengzonⒸ
SUSJ	1st	Opening Opposition	Jodi Aedrienne L. BengzonⒸ
Nova Hangzhou Westlake Fish with Po	2nd	Closing Opposition	Srijan PoudelⒸ
Boston Celtics &amp; Miami Heat Fans	3rd	Opening Government	Srijan PoudelⒸ
go to K11 with us	4th	Opening Opposition	Srijan PoudelⒸ
&quot;Is this a sign?&quot;	1st	Closing Government	Srijan PoudelⒸ
CWSDC 1	2nd	Opening Government	Maeca Czarina PansensoyⒸ , Antonio Wei
CWSDC 13	3rd	Closing Government	Maeca Czarina PansensoyⒸ , Antonio Wei
OGres with Layers	1st	Opening Opposition	Maeca Czarina PansensoyⒸ , Antonio Wei
Unicorn	4th	Closing Opposition	Maeca Czarina PansensoyⒸ , Antonio Wei
SISU A	2nd	Closing Opposition	Huw Gwyn JonesⒸ
CWSDC 12	1st	Opening Opposition	Huw Gwyn JonesⒸ
CWSDC 15	3rd	Opening Government	Huw Gwyn JonesⒸ
Prone to Pneumonoultramicroscopicsi	4th	Closing Government	Huw Gwyn JonesⒸ
Nova Hangzhou Patrick Star	4th	Closing Government	David AfricaⒸ
CWSDC 6	2nd	Opening Government	David AfricaⒸ
DAV Jägerbomb	3rd	Opening Opposition	David AfricaⒸ
Karl Markets	1st	Closing Opposition	David AfricaⒸ
We cant think of a team name :)	2nd	Closing Opposition	Kithmina HewageⒸ , Christopher Chua
UM TH as Chimpanzees	1st	Opening Opposition	Kithmina HewageⒸ , Christopher Chua
Shinzou Wo Sasageyo	3rd	Opening Government	Kithmina HewageⒸ , Christopher Chua
YISS Queens	4th	Closing Government	Kithmina HewageⒸ , Christopher Chua
Nova Hangzhou Budda Feminists	4th	Opening Government	Jordyn GibsonⒸ
DoMynating	3rd	Closing Government	Jordyn GibsonⒸ
Don Quixote	2nd	Opening Opposition	Jordyn GibsonⒸ
UM Joker and Homeless	1st	Closing Opposition	Jordyn GibsonⒸ
Ateneo LN	3rd	Closing Opposition	Brian WongⒸ
CWSDC 7	2nd	Opening Opposition	Brian WongⒸ
CWSDC 9	4th	Opening Government	Brian WongⒸ
JANKY DANKY	1st	Closing Government	Brian WongⒸ
MaRuiculous	2nd	Opening Opposition	Aliyah HerlihyⒸ
We&#x27;re cirisly slaying	3rd	Closing Opposition	Aliyah HerlihyⒸ
Don&#x27;t let me name our team	1st	Opening Government	Aliyah HerlihyⒸ
Imperial Inquisitors	4th	Closing Government	Aliyah HerlihyⒸ
Nova Hangzhou Juicy Petro Painters	4th	Closing Opposition	Daniella Louise Simbre BarbacenaⒸ
Rising from the Ashes	2nd	Closing Government	Daniella Louise Simbre BarbacenaⒸ
belligerent badgers	1st	Opening Opposition	Daniella Louise Simbre BarbacenaⒸ
MK23	3rd	Opening Government	Daniella Louise Simbre BarbacenaⒸ
overrated	2nd	Closing Opposition	Gabrielle PacañoⒸ
help us	3rd	Closing Government	Gabrielle PacañoⒸ
Carry	4th	Opening Government	Gabrielle PacañoⒸ
Master Debaters	1st	Opening Opposition	Gabrielle PacañoⒸ
Undefined	1st	Opening Opposition	Ahmad Tousif JamiⒸ
Elisa &amp; Sophia	2nd	Closing Opposition	Ahmad Tousif JamiⒸ
Cheerful News Bad Commentary	4th	Closing Government	Ahmad Tousif JamiⒸ
Pearl Jezap Pudding River	3rd	Opening Government	Ahmad Tousif JamiⒸ
OOMPA LOOMPA🧌	1st	Opening Government	Irene Teresa Galang Dela CruzⒸ
Richard &amp; Kuei	2nd	Closing Government	Irene Teresa Galang Dela CruzⒸ
Veggie nuts	4th	Opening Opposition	Irene Teresa Galang Dela CruzⒸ
chestnut	3rd	Closing Opposition	Irene Teresa Galang Dela CruzⒸ
CWSDC 8	2nd	Closing Government	PRANAV KAGALKARⒸ , Ian Qiu
Buy me Friday	4th	Opening Government	PRANAV KAGALKARⒸ , Ian Qiu
Unstoppable RAJA	3rd	Closing Opposition	PRANAV KAGALKARⒸ , Ian Qiu
Shead and Stephenson	1st	Opening Opposition	PRANAV KAGALKARⒸ , Ian Qiu
HZCU A	2nd	Opening Opposition	Ralph LeeⒸ
jocular beings	3rd	Closing Opposition	Ralph LeeⒸ
Peppa Pig Supremacy	1st	Closing Government	Ralph LeeⒸ
Darren &amp; Shawn	4th	Opening Government	Ralph LeeⒸ
TEAM CHRIZZMAS TREE	3rd	Closing Government	Rushdoon AhmedⒸ
JJCZ	4th	Closing Opposition	Rushdoon AhmedⒸ
Eric &amp; Jeffrey	2nd	Opening Government	Rushdoon AhmedⒸ
Super Team	1st	Opening Opposition	Rushdoon AhmedⒸ
Nova Hangzhou Spicy Thai Hotpot	2nd	Closing Opposition	Asif MehediⒸ , Luis Rafael N. Garcia
Shanghai Emotionless PPT Machine	3rd	Opening Government	Asif MehediⒸ , Luis Rafael N. Garcia
CWSDC 14	1st	Closing Government	Asif MehediⒸ , Luis Rafael N. Garcia
Adela &amp; Johnny	4th	Opening Opposition	Asif MehediⒸ , Luis Rafael N. Garcia
My little pony ROCKS	4th	Opening Opposition	Judy JIⒸ
CWSDC 5	1st	Closing Opposition	Judy JIⒸ
CWSDC 11	2nd	Closing Government	Judy JIⒸ
Listen Up	3rd	Opening Government	Judy JIⒸ
CWSDC 3	1st	Closing Government	Udai KamathⒸ
CHRONIC PAIN GWORLIES	3rd	Opening Government	Udai KamathⒸ
Kate &amp; Eze	2nd	Opening Opposition	Udai KamathⒸ
Burger King	4th	Closing Opposition	Udai KamathⒸ


team	result	side	adjudicators
SISU A	2nd	Opening Opposition	PRANAV KAGALKARⒸ
Shinzou Wo Sasageyo	3rd	Closing Opposition	PRANAV KAGALKARⒸ
Burger King	4th	Closing Government	PRANAV KAGALKARⒸ
DAV Jägerbomb	1st	Opening Government	PRANAV KAGALKARⒸ
Nova Hangzhou Patrick Star	1st	Opening Government	Gabrielle PacañoⒸ
Holy squishy eyeballs	4th	Closing Opposition	Gabrielle PacañoⒸ
Undefined	2nd	Closing Government	Gabrielle PacañoⒸ
Grass, a kind of plant	3rd	Opening Opposition	Gabrielle PacañoⒸ
MaRuiculous	4th	Opening Government	Christopher ChuaⒸ
CWSDC 15	2nd	Closing Government	Christopher ChuaⒸ
help us	1st	Opening Opposition	Christopher ChuaⒸ
Buy me Friday	3rd	Closing Opposition	Christopher ChuaⒸ
DoMynating	2nd	Opening Opposition	Ahmad Tousif JamiⒸ
Heehee	4th	Closing Government	Ahmad Tousif JamiⒸ
Don Quixote	3rd	Opening Government	Ahmad Tousif JamiⒸ
Imperial Inquisitors	1st	Closing Opposition	Ahmad Tousif JamiⒸ
CWSDC 7	2nd	Closing Government	Irene Teresa Galang Dela CruzⒸ
CWSDC 14	3rd	Closing Opposition	Irene Teresa Galang Dela CruzⒸ
Lifeless adults	4th	Opening Government	Irene Teresa Galang Dela CruzⒸ
Shead and Stephenson	1st	Opening Opposition	Irene Teresa Galang Dela CruzⒸ
CWSDC 10	2nd	Closing Opposition	Srijan PoudelⒸ
overrated	1st	Closing Government	Srijan PoudelⒸ
Weight, I Got This Won	3rd	Opening Opposition	Srijan PoudelⒸ
Unstoppable RAJA	4th	Opening Government	Srijan PoudelⒸ
Nova Hangzhou Spicy Thai Hotpot	4th	Closing Government	Luigi AlcañesesⒸ , Rushdoon Ahmed
CWSDC 5	1st	Opening Opposition	Luigi AlcañesesⒸ , Rushdoon Ahmed
CWSDC 8	3rd	Opening Government	Luigi AlcañesesⒸ , Rushdoon Ahmed
CWSDC 12	2nd	Closing Opposition	Luigi AlcañesesⒸ , Rushdoon Ahmed
CWSDC 3	3rd	Opening Opposition	David AfricaⒸ , Ian Qiu
JANKY DANKY	1st	Opening Government	David AfricaⒸ , Ian Qiu
OGres with Layers	2nd	Closing Government	David AfricaⒸ , Ian Qiu
UM TH as Chimpanzees	4th	Closing Opposition	David AfricaⒸ , Ian Qiu
Shanghai Emotionless PPT Machine	1st	Closing Opposition	Jodi Aedrienne L. BengzonⒸ
Don&#x27;t let me name our team	4th	Closing Government	Jodi Aedrienne L. BengzonⒸ
YISS Queens	2nd	Opening Opposition	Jodi Aedrienne L. BengzonⒸ
Master Debaters	3rd	Opening Government	Jodi Aedrienne L. BengzonⒸ
CWSDC 1	1st	Closing Opposition	Vinodhan KuppusamyⒸ
CWSDC 6	2nd	Opening Opposition	Vinodhan KuppusamyⒸ
Kate &amp; Eze	4th	Opening Government	Vinodhan KuppusamyⒸ
Karl Markets	3rd	Closing Government	Vinodhan KuppusamyⒸ
Elisa &amp; Sophia	4th	Opening Opposition	Huw Gwyn JonesⒸ
We Need A Break!	2nd	Closing Opposition	Huw Gwyn JonesⒸ
Super Team	3rd	Opening Government	Huw Gwyn JonesⒸ
Unicorn	1st	Closing Government	Huw Gwyn JonesⒸ
some random thing	3rd	Opening Government	Judy JIⒸ , Aliyah Herlihy
Richard &amp; Kuei	4th	Closing Opposition	Judy JIⒸ , Aliyah Herlihy
Adela &amp; Johnny	2nd	Closing Government	Judy JIⒸ , Aliyah Herlihy
Carry	1st	Opening Opposition	Judy JIⒸ , Aliyah Herlihy
Nova Hangzhou Budda Feminists	1st	Opening Opposition	Daniella Louise Simbre BarbacenaⒸ
jocular beings	2nd	Closing Government	Daniella Louise Simbre BarbacenaⒸ
JJCZ	3rd	Opening Government	Daniella Louise Simbre BarbacenaⒸ
Darren &amp; Shawn	4th	Closing Opposition	Daniella Louise Simbre BarbacenaⒸ
Nova Hangzhou Juicy Petro Painters	4th	Closing Opposition	Luis Rafael N. GarciaⒸ
TEAM CHRIZZMAS TREE	3rd	Opening Government	Luis Rafael N. GarciaⒸ
Cheerful News Bad Commentary	1st	Opening Opposition	Luis Rafael N. GarciaⒸ
Veggie nuts	2nd	Closing Government	Luis Rafael N. GarciaⒸ
My little pony ROCKS	2nd	Closing Government	Kithmina HewageⒸ
We&#x27;re cirisly slaying	1st	Opening Government	Kithmina HewageⒸ
Eric &amp; Jeffrey	3rd	Opening Opposition	Kithmina HewageⒸ
Pearl Jezap Pudding River	4th	Closing Opposition	Kithmina HewageⒸ
HZCU A	4th	Opening Government	Asif MehediⒸ
go to K11 with us	2nd	Closing Opposition	Asif MehediⒸ
MK23	3rd	Closing Government	Asif MehediⒸ
chestnut	1st	Opening Opposition	Asif MehediⒸ
Nova Hangzhou Westlake Fish with Po	1st	Opening Opposition	Maeca Czarina PansensoyⒸ
CWSDC 2	2nd	Closing Opposition	Maeca Czarina PansensoyⒸ
SUSJ	3rd	Closing Government	Maeca Czarina PansensoyⒸ
Creed III	4th	Opening Government	Maeca Czarina PansensoyⒸ
Mars CJ	1st	Closing Government	Antonio WeiⒸ
Peppa Pig Supremacy	4th	Opening Opposition	Antonio WeiⒸ
Prone to Pneumonoultramicroscopicsi	3rd	Closing Opposition	Antonio WeiⒸ
Wave Waver	2nd	Opening Government	Antonio WeiⒸ
Vme50	2nd	Closing Opposition	Marco Giorgione DavaⒸ , Ralph Lee
Listen Up	4th	Closing Government	Marco Giorgione DavaⒸ , Ralph Lee
Rising from the Ashes	1st	Opening Opposition	Marco Giorgione DavaⒸ , Ralph Lee
UM Joker and Homeless	3rd	Opening Government	Marco Giorgione DavaⒸ , Ralph Lee
Ateneo LN	3rd	Closing Government	Thepparith (TJ) SenamngernⒸ
CWSDC 4	4th	Opening Government	Thepparith (TJ) SenamngernⒸ
We cant think of a team name :)	2nd	Opening Opposition	Thepparith (TJ) SenamngernⒸ
CHRONIC PAIN GWORLIES	1st	Closing Opposition	Thepparith (TJ) SenamngernⒸ
CWSDC 9	1st	Opening Opposition	Udai KamathⒸ
CWSDC 13	2nd	Opening Government	Udai KamathⒸ
&quot;Is this a sign?&quot;	4th	Closing Opposition	Udai KamathⒸ
DKU A	3rd	Closing Government	Udai KamathⒸ
CWSDC 11	1st	Opening Opposition	Jordyn GibsonⒸ
OOMPA LOOMPA🧌	4th	Closing Opposition	Jordyn GibsonⒸ
Boston Celtics &amp; Miami Heat Fans	3rd	Closing Government	Jordyn GibsonⒸ
belligerent badgers	2nd	Opening Government	Jordyn GibsonⒸ


team	result	side	adjudicators
Vme50	4th	Closing Government	Irene Teresa Galang Dela CruzⒸ
Weight, I Got This Won	3rd	Closing Opposition	Irene Teresa Galang Dela CruzⒸ
We Need A Break!	2nd	Opening Government	Irene Teresa Galang Dela CruzⒸ
Creed III	1st	Opening Opposition	Irene Teresa Galang Dela CruzⒸ
SISU A	3rd	Opening Opposition	Gabrielle PacañoⒸ
CWSDC 11	1st	Closing Government	Gabrielle PacañoⒸ
Rising from the Ashes	4th	Opening Government	Gabrielle PacañoⒸ
belligerent badgers	2nd	Closing Opposition	Gabrielle PacañoⒸ
Nova Hangzhou Westlake Fish with Po	1st	Closing Government	Thepparith (TJ) SenamngernⒸ
CWSDC 12	3rd	Closing Opposition	Thepparith (TJ) SenamngernⒸ
CWSDC 13	4th	Opening Government	Thepparith (TJ) SenamngernⒸ
Karl Markets	2nd	Opening Opposition	Thepparith (TJ) SenamngernⒸ
Nova Hangzhou Budda Feminists	4th	Opening Government	Ian QiuⒸ
some random thing	1st	Closing Opposition	Ian QiuⒸ
Peppa Pig Supremacy	2nd	Closing Government	Ian QiuⒸ
Veggie nuts	3rd	Opening Opposition	Ian QiuⒸ
CWSDC 4	1st	Opening Government	Christopher ChuaⒸ
CWSDC 10	4th	Closing Opposition	Christopher ChuaⒸ
Mars CJ	3rd	Opening Opposition	Christopher ChuaⒸ
DKU A	2nd	Closing Government	Christopher ChuaⒸ
HZCU A	4th	Closing Opposition	Aliyah HerlihyⒸ
jocular beings	3rd	Closing Government	Aliyah HerlihyⒸ
TEAM CHRIZZMAS TREE	2nd	Opening Opposition	Aliyah HerlihyⒸ
Pearl Jezap Pudding River	1st	Opening Government	Aliyah HerlihyⒸ
MaRuiculous	4th	Opening Opposition	Daniella Louise Simbre BarbacenaⒸ
DoMynating	3rd	Closing Opposition	Daniella Louise Simbre BarbacenaⒸ
Don Quixote	1st	Closing Government	Daniella Louise Simbre BarbacenaⒸ
Elisa &amp; Sophia	2nd	Opening Government	Daniella Louise Simbre BarbacenaⒸ
We&#x27;re cirisly slaying	2nd	Opening Government	PRANAV KAGALKARⒸ
Wave Waver	4th	Closing Opposition	PRANAV KAGALKARⒸ
chestnut	3rd	Closing Government	PRANAV KAGALKARⒸ
Burger King	1st	Opening Opposition	PRANAV KAGALKARⒸ
Don&#x27;t let me name our team	3rd	Opening Opposition	Asif MehediⒸ
Boston Celtics &amp; Miami Heat Fans	4th	Closing Opposition	Asif MehediⒸ
Cheerful News Bad Commentary	1st	Opening Government	Asif MehediⒸ
go to K11 with us	2nd	Closing Government	Asif MehediⒸ
Grass, a kind of plant	1st	Closing Government	Luis Rafael N. GarciaⒸ
Adela &amp; Johnny	4th	Closing Opposition	Luis Rafael N. GarciaⒸ
&quot;Is this a sign?&quot;	3rd	Opening Opposition	Luis Rafael N. GarciaⒸ
Master Debaters	2nd	Opening Government	Luis Rafael N. GarciaⒸ
CWSDC 1	4th	Closing Government	David AfricaⒸ , Rushdoon Ahmed
CWSDC 9	3rd	Closing Opposition	David AfricaⒸ , Rushdoon Ahmed
We cant think of a team name :)	2nd	Opening Opposition	David AfricaⒸ , Rushdoon Ahmed
Shead and Stephenson	1st	Opening Government	David AfricaⒸ , Rushdoon Ahmed
Ateneo LN	2nd	Closing Opposition	Kithmina HewageⒸ
CWSDC 2	1st	Closing Government	Kithmina HewageⒸ
overrated	3rd	Opening Government	Kithmina HewageⒸ
Kate &amp; Eze	4th	Opening Opposition	Kithmina HewageⒸ
UM TH as Chimpanzees	1st	Closing Opposition	Jordyn GibsonⒸ
SUSJ	3rd	Opening Government	Jordyn GibsonⒸ
Shinzou Wo Sasageyo	4th	Closing Government	Jordyn GibsonⒸ
Unicorn	2nd	Opening Opposition	Jordyn GibsonⒸ
Nova Hangzhou Spicy Thai Hotpot	4th	Closing Opposition	Marco Giorgione DavaⒸ
CWSDC 15	2nd	Opening Opposition	Marco Giorgione DavaⒸ
Holy squishy eyeballs	1st	Closing Government	Marco Giorgione DavaⒸ
